name,website,contact,email,email_alts,email_source,tagline,city,market,platforms,niche,status,title,sent,reply,ref,score,sources,country,signals,verified_at
Seva Web Studio,https://www.seva-web-studio.com/,https://www.seva-web-studio.com/contact,,,,"Fast, mobile-first websites and local SEO for contractors, remodelers, and home-service pros in Lancaster County and across Pennsylvania.",Lancaster,us,,,200,"Contractor Websites & Local SEO in Lancaster, PA | Seva Web Studio",,,out-seva-web-studio,70,techbehemoths,United States,"us-confirmed,has-pricing,smb",2026-09-20 23:32
Vetted Logos,https://vettedlogos.com/,https://vettedlogos.com/contact,,,,"Need a custom logo maker that converts? Get a powerful, memorable logo built for growth and brand authority, start designing now with Vetted Logos!",San Francisco,us,,,200,Custom Logo Maker | Online Logo Maker | Vetted Logos,,,out-vetted-logos,70,techbehemoths,United States,"us-confirmed,has-pricing,smb",2026-09-20 23:32
Radiant Demand,https://www.radiantdemand.com/,https://www.radiantdemand.com/contact-us/,,,,"Radiant Demand is a data-driven B2B digital marketing agency. We help B2B brands increase search visibility, attract qualified traffic.",Florida,us,,,200,B2B Digital Marketing Agency | Radiant Demand,,,out-radiant-demand,70,techbehemoths,United States,"us-confirmed,has-pricing,site:wordpress,smb",2026-09-20 23:32
OptiSol,https://www.optisolbusiness.com/,https://www.optisolbusiness.com/contact,info@optisolbusiness.com,,https://www.optisolbusiness.com/,"Discover how OptiSol leverages generative AI to empower businesses across various industries. Let’s accelerate innovation, scale efficiently, and create intelligent products that shape your future-ready business.",New Castle,us,,,200,Generative AI Solutions for a Digital Future - OptiSol,,,out-optisol,70,techbehemoths,United States,"enterprise,us-confirmed,site:wordpress,smb",2026-09-20 23:32
$0 Down $150/Month,https://deltawebdesigns.net/,https://deltawebdesigns.net/contact/,,,,"Hand-coded websites that convert visitors into customers. Just $150/month. Based in Lodi, serving clients county-wide. No page builders, no upfront costs.",Lodi,us,,,200,Local Business Web Designer | Delta Web Designs | $0 Down $150/Month,,,out-0-down-150-month,70,techbehemoths,United States,"us-confirmed,has-pricing,smb",2026-09-20 23:32
Levels AI,https://levelsai.com/,,info@levelsai.com,,https://levelsai.com/,"Leading AI development company in Arizona offering custom AI solutions, LLM integrations, and automation services. Based in Tucson, serving businesses across the USA.",Arizona,us,,,200,AI Development Company in Arizona | Custom AI Solutions – Levels AI,,,out-levels-ai,70,techbehemoths,United States,"enterprise,us-confirmed,smb",2026-09-20 23:32
Split14 Creative,https://split14creative.com/,,info@split14creative.com,,https://split14creative.com/,"Split14 Creative is a women-founded marketing firm in Syracuse, New York, offering graphic design, web design, and marketing services.",East Syracuse,us,,,200,Split14 Creative | Syracuse Marketing Firm,,,out-split14-creative,70,techbehemoths,United States,"site:wordpress,smb",2026-09-20 23:33
"Digital Products, Built to Perform",https://skillsquared.com/,https://skillsquared.com/contact,,,,"Skillsquared designs and builds websites, mobile applications, brands and scalable digital systems for ambitious companies.",Maryland,us,,,200,"Skillsquared INC — Digital Products, Built to Perform | Custom Software Developm",,,out-digital-products-built-to-perform,70,techbehemoths,United States,"us-confirmed,has-pricing,smb",2026-09-20 23:33
Brand Perfect Studio,https://brandperfectstudio.com/,https://brandperfectstudio.com/contact-us/,info@brandperfectstudio.com,,https://brandperfectstudio.com/,"Grow your brand with Brand Perfect Studio's web design, e-commerce, SEO, and marketing strategies to boost sales.",Hoschton,us,,,200,Brand Perfect Studio – Web Design & Digital Marketing,,,out-brand-perfect-studio,70,techbehemoths,United States,"site:wordpress,smb",2026-09-20 23:33
Creativedesigncrew,https://creativedesigncrew.com/,https://creativedesigncrew.com/contact-us,,,,"Creative Design Crew is a full-service agency designing and building beautiful digital products, brands, and experiences. Contact Us for logo, website, branding!",San Diego,us,,,200,USA Award-Winning Design Agency | Creative Design Crew,,,out-creativedesigncrew,70,techbehemoths,United States,"us-confirmed,has-pricing,smb",2026-09-20 23:33
Apex Digital Media,https://apexdigitalmedia.com/,https://apexdigitalmedia.com/contact/,info@apexdigitalmedia.com,,https://apexdigitalmedia.com/,A digital marketing agency that helps businesses tell their brand story and make authentic connections with audiences and customers.,Los Angeles,us,,,200,"Digital Media, Marketing & Consulting Services | Apex Digital Media",,,out-apex-digital-media,70,techbehemoths,United States,"enterprise,us-confirmed,site:wordpress,smb",2026-09-20 23:33
Column Five,https://www.columnfivemedia.com/,https://www.columnfivemedia.com/contact/,contact@columnfivemedia.com,,https://www.columnfivemedia.com/,Column Five is a B2B marketing agency that specializes in brand and content marketing for SaaS companies. Find out how we help brands win.,Costa Mesa,us,,,200,B2B Marketing Agency for SaaS and AI Companies | Column Five,,,out-column-five,70,techbehemoths,United States,"enterprise,us-confirmed,site:wordpress,smb",2026-09-20 23:33
Website Muscle,https://websitemuscle.com/,https://websitemuscle.com/contact/,,,,"Custom WordPress websites designed for clarity, speed, and growth — so your small business looks great and wins trust online.",Costa Mesa,us,,,200,Website Muscle - Websites Built to Perform,,,out-website-muscle,70,techbehemoths,United States,"us-confirmed,has-pricing,site:wordpress,smb",2026-09-20 23:33
Ripe Media,https://www.ripemedia.com/,https://www.ripemedia.com/contact/,design@ripemedia.com,,https://www.ripemedia.com/,"Ripe Media is a Los Angeles-based marketing and design agency specializing in branding, web design, mobile app development, and e-learning.",Los Angeles,us,,,200,"Ripe Media - Marketing, Branding, and Web Design Los Angeles",,,out-ripe-media,70,techbehemoths,United States,"enterprise,us-confirmed,site:wordpress,smb",2026-09-20 23:33
Arcminute Marketing,https://arcminutemarketing.com/,https://arcminutemarketing.com/contact/,,,,"Arcminute Marketing is a digital marketing company that helps businesses increase their online visibility, leads, and sales. Learn more here.",Livonia,us,,,200,Arcminute Marketing | Digital Marketing Company,,,out-arcminute-marketing,70,techbehemoths,United States,"us-confirmed,has-pricing,site:wordpress,smb",2026-09-20 23:34
Murmur Creative,https://murmurcreative.com/,https://murmurcreative.com/contact,info@murmurcreative.com,,https://murmurcreative.com/,"Elevate your brand with Murmur Creative, a strategic design agency for food, beverage & lifestyle brands.",Portland,us,,,200,"Branding with Heart: Strategy, Packaging & Websites | Murmur Creative",,,out-murmur-creative,70,techbehemoths,United States,"site:wordpress,smb",2026-09-20 23:34
Web Development & Digital Marketing,https://www.austintatiousdesign.co/,https://www.austintatiousdesign.co/contact-us/,,,,"We help ‘challenger brands’ seize market share with strategic social, search, and direct marketing .",Wimberley,us,,,200,Home - Web Development & Digital Marketing,,,out-web-development-digital-marketing,70,techbehemoths,United States,"us-confirmed,has-pricing,site:wordpress,smb",2026-09-20 23:35
Arck Interactive,https://arckinteractive.com/,https://arckinteractive.com/contact-arck,info@arckinteractive.com,,https://arckinteractive.com/,Full-stack web application development and design,Portland,us,,,200,Arck Interactive,,,out-arck-interactive,70,techbehemoths,United States,"site:wordpress,smb",2026-09-20 23:35
2010 Solutions,https://2010solutions.com/,,hello@2010solutions.com,,https://2010solutions.com/,"Full-service agency delivering clarity-driven branding, marketing & digital strategies for measurable business impact.",Westchester,us,,,200,Home - 2010 Solutions,,,out-2010-solutions,70,techbehemoths,United States,"site:wordpress,smb",2026-09-20 23:36
MMC Global,https://mmcgbl.com/,https://mmcgbl.com/contact-us/,sales@mmcgbl.com,,https://mmcgbl.com/,"MMC Global provides high-performance digital solutions in software, cloud, AI, and cybersecurity to help enterprises innovate and succeed.",Austin,us,,,200,MMC Global - Enterprise Digital Solutions Provider,,,out-mmc-global,69,selectedfirms|techbehemoths,United States,"enterprise,us-confirmed,site:wordpress",2026-09-20 22:12
eDesign Interactive,https://edesigninteractive.com/,https://edesigninteractive.com/contact,hello@edesigninteractive.com,,https://edesigninteractive.com/,"eDesign Interactive is an Award-Winning Digital Agency based in Morristown, NJ. See stunning web design, apps and marketing campaigns for the best clients.",,us,,,200,Award-Winning Web Design & Digital Marketing Agency,,,out-edesign-interactive,69,selectedfirms|semrush,United States,,2026-09-20 22:12
Grow Right,https://www.icepop.co/,https://www.icepop.co/./contact-us,jordan@icepop.co,,https://www.icepop.co/,"icepop is a performance marketing agency focused on helping companies grow profitably. We manage Facebook, Instagram, Google, and other ad platforms, as well as offer SEO services.",Beverly Hills,us,shopify,,200,icepop - Digital Marketing Agency - Grow Right,,,out-grow-right,69,selectedfirms|shopify,United States,"us-confirmed,seo-only",2026-09-20 22:18
OWDT,https://owdt.com/,https://owdt.com/contact/,info@owdt.com,,https://owdt.com/,"As a top web design company in Houston, OWDT offers innovative website design and web development services to help your business stand apart.",,us,,,200,Web Design Company in Houston Texas | Top Web Designers TX,,,out-owdt,69,selectedfirms|semrush,United States,"enterprise,us-confirmed,site:wordpress",2026-09-20 22:19
Cascadewebdev,https://cascadewebdev.com/,,info@cascadewebdev.com,,https://cascadewebdev.com/,"Cascade Web Development builds custom websites and digital platforms that blend design and technology seamlessly. Based in Portland, Oregon, we partner with brands to create scalable, high-performing web solutions that g",Portland,us,,,200,Cascade Web Development | Portland Web Design & Custom Development Partner,,,out-cascadewebdev,69,selectedfirms|techbehemoths,United States,"enterprise,us-confirmed",2026-09-20 22:21
Prodzyn,https://prodzyn.com/,https://prodzyn.com/contact-us,info@prodzyn.com,,https://prodzyn.com/contact-us,"Prodzyn is a creative design agency delivering UI/UX, web, branding, and no-code solutions for modern businesses worldwide.",Texas,us,,,200,Prodzyn,,,out-prodzyn,69,selectedfirms|techbehemoths,United States,site:webflow,2026-09-20 22:22
Hexagon IT Solutions,https://hexagonitsolutions.com/,https://hexagonitsolutions.com/contact-us.php,sales@hexagonitsolutions.com,,https://hexagonitsolutions.com/,"Replace spreadsheets and disconnected tools with CRM-first custom software, ERP systems, mobile apps, and API integrations built for growth.",Lehi,us,,,200,"Custom Software, CRM, ERP & API Integration | Hexagon IT Solutions",,,out-hexagon-it-solutions,69,selectedfirms|techbehemoths,United States,"enterprise,us-confirmed",2026-09-20 22:24
Lifted Websites,https://liftedwebsites.com/,https://liftedwebsites.com/contact/,,,,"Phoenix SEO company & AI SEO agency based in Scottsdale. Rank on Google, Maps & AI search: ChatGPT, AI Overviews, Perplexity. Plans from $800/mo.",,us,,,200,Phoenix SEO Company & AI SEO Agency | Lifted Websites,,,out-lifted-websites,69,selectedfirms|semrush,United States,"us-confirmed,has-pricing,site:wordpress",2026-09-20 22:27
alien.fi,https://www.alien.fi/,,info@alien.fi,sales@alien.fi,https://www.alien.fi/,"alien.fi is one of the ai consulting firms helping businesses with ai strategy consulting, custom ai development, implementation, and managed ai services across healthcare, finance, legal, retail, logistics, and more.",New Jersey,us,,,200,AI Consulting Firms | Custom AI Development & AI Strategy Consulting | alien.fi,,,out-alien-fi,69,selectedfirms|techbehemoths,United States,"enterprise,us-confirmed",2026-09-20 23:17
Mimvi,https://www.mimvi.com/,https://www.mimvi.com/contact-us/,seo@mimvi.com,,https://www.mimvi.com/,"Mimvi is a New York SEO agency delivering AI-powered SEO & GEO services to NYC & Long Island businesses. Drive more traffic, leads, and revenue today.",Boston,us,,,200,New York City SEO Agency | Top-Rated AI SEO NYC: Mimvi SEO,,,out-mimvi,69,semrush|techbehemoths,United States,"us-confirmed,site:wordpress,smb,seo-only",2026-09-20 23:20
USPS,https://m.usps.com/,,,,,"Welcome to USPS.com. Track packages, pay and print postage with Click-N-Ship, schedule free package pickups, look up ZIP Codes, calculate postage prices, and find everything you need for sending mail and shipping package",Dallas,us,,dental,200,Welcome | USPS,,,out-usps-2,68,search,United States,"us-confirmed,smb",2026-09-20 22:11
Common Ninja,https://www.commoninja.com/,https://www.commoninja.com/contact-us,,,,"200+ no-code widgets including reviews, social feeds, forms, chatbots, popups, booking widgets, and more to boost conversions, capture leads, and build trust.",Sacramento,us,,dental,200,200+ No-Code Widgets for Any Website | Common Ninja,,,out-common-ninja,68,search,United States,"has-pricing,site:webflow",2026-09-20 22:11
MightyWidgets,https://www.mightywidgets.com/,https://www.mightywidgets.com/contact,,,,"Describe any widget you need and AI builds it for you in seconds. Image slideshows, testimonials, Google reviews, countdown timers, and more. No coding required.",Sacramento,us,,dental,200,MightyWidgets - AI-Powered Widget Builder for Any Website,,,out-mightywidgets,68,search,United States,has-pricing,2026-09-20 22:11
